x,y,speed,lookahead
4.393030653466727,1.8509671441666251,6.711288840228899,1.8111566814056386
4.329404602340965,1.8549185814857907,6.767265387393707,1.826227877690639
4.265778348364777,1.858993035538862,6.823241934558517,1.84129907397564
4.202141544748339,1.86282872485252,6.879218481723327,1.856370270260641
4.138483844701827,1.8660638679534451,6.9351950288881365,1.871441466545642
4.0747958854641055,1.8683836276109718,6.965520535254542,1.8796561605763626
4.011080245173033,1.869937642212762,6.968844946043682,1.8806534838131046
3.947345065638784,1.870973323132088,6.972169356832822,1.8816508070498466
3.883598195871756,1.8717116069677775,6.975493767621962,1.8826481302865883
3.8198474848823403,1.8723734303186577,6.978818178411101,1.8836454535233302
3.7561007816809315,1.8731797297835555,6.982142589200241,1.8846427767600722
3.692365872832124,1.8743497683809496,6.985388740769534,1.8856166222308601
3.628637416654211,1.875746825837162,6.98769578170066,1.8863087345101979
3.5649092157396187,1.8771970135761482,6.990002822631786,1.8870008467895358
3.501183228315189,1.8787419771405283,6.992309863562912,1.8876929590688736
3.4374614126077656,1.8804233620729232,6.9946169044940385,1.8883850713482115
3.3737457268441924,1.8822828139159526,6.9969239454251655,1.8890771836275495
3.3100381292513106,1.884361978212237,6.999230986356292,1.8897692959068872
3.2463392536910733,1.8866880286744736,7,1.89
3.182646171707514,1.8892282887223208,7,1.89
3.1189592755427995,1.891962933948414,7,1.89
3.0552792652304377,1.8948746663558396,7,1.89
2.9916068408039407,1.897946187947686,7,1.89
2.927942702296819,1.9011602007270398,7,1.89
2.8642874845829986,1.904501317864701,7,1.89
2.8006403892235654,1.9079944196024035,7,1.89
2.737001121506518,1.9116452670580253,7,1.89
2.6733698893625983,1.9154442575888462,7,1.89
2.609746900722545,1.9193817885521467,7,1.89
2.5461323635171,1.9234482573052056,7,1.89
2.482526485677005,1.9276340612053038,7,1.89
2.418935580769083,1.9320357380459712,7,1.89
2.3553651088727965,1.93675228826403,7,1.89
2.2918058430444326,1.941640427769691,7,1.89
2.228248316335866,1.9465528203708038,7,1.89
2.16468306179897,1.951342129875216,7,1.89
2.10110061248562,1.9558610200907764,7,1.89
2.0374932056828534,1.9599926003822565,7,1.89
1.9738686403877554,1.963881918217488,7,1.89
1.9102310116034544,1.967579642231897,7,1.89
